word;phone_id;phone;f1;f2;f3;next_phone;duration
den;312;ɛ;336.86318553214426;1724.9060225261792;2424.594317747214;n;0.03999999999999915
den;313;n;296.9940192671239;1093.4959567690926;2215.7812087144025;kʰ;0.07000000000000028
kampf;314;kʰ;768.3263781922774;1845.696330968871;2602.4326592929992;a;0.14999999999999858
kampf;315;a;550.2234739345723;986.7866937489066;2242.4127759327766;m;0.05000000000000071
kampf;316;m;265.46669909222845;960.74934314047;2146.185701421768;pf;0.07000000000000028
kampf;317;pf;765.8211347122825;1575.757053105828;2626.8535241376517;aw;0.1700000000000017
auf;318;aw;243.76514604431202;919.7847451704364;2180.978165943054;f;0.129999999999999
auf;319;f;1444.1933767357937;2948.2229601222293;3174.8649773643892;;0.14999999999999858
nun;321;n;247.77590681802033;1524.3577178197613;2505.799123293484;uː;0.08999999999999986
nun;322;uː;863.9731381645485;1368.5289059698207;3022.943876955402;n;0.120000000000001
nun;323;n;302.3498648057457;1388.1522715315093;2584.916570337775;;0.14999999999999858
erwärmte;325;ɛ;288.89696291427464;1712.140688555755;2679.9927950871;ʁ;0.08999999999999986
erwärmte;326;ʁ;457.6888815357028;1627.0111048822378;2245.6488015542814;v;0.05000000000000071
erwärmte;327;v;290.75984646294086;1564.1331209036;2326.26824996309;ɛ;0.03999999999999915
erwärmte;328;ɛ;495.1251242557582;1729.52149883608;2476.1094074278653;ʁ;0.0799999999999983
erwärmte;329;ʁ;1120.0615821229087;2116.8382437457603;3100.749429869351;m;0.060000000000002274
erwärmte;330;m;158.11414949241833;1556.4807150136457;2644.040258971924;tʰ;0.07000000000000028
erwärmte;331;tʰ;1657.691318221598;3134.1647699903833;--undefined--;ə;0.05000000000000071
erwärmte;332;ə;239.07239900289647;1666.8091797719194;2502.419976574027;d;0.04999999999999716
die;333;d;252.0041197502847;1710.6686177415388;2658.912868439155;iː;0.060000000000002274
die;334;iː;283.91312989898836;1941.948937066745;2528.4019168821824;z;0.05000000000000071
sonne;335;z;1768.2104690628275;3271.2765913220846;--undefined--;ɔ;0.11999999999999744
sonne;336;ɔ;403.3886719858794;911.8261763786045;2374.373375562364;n;0.10000000000000142
sonne;337;n;245.67906520730665;1217.525351714506;2465.042445735757;ə;0.05999999999999872
sonne;338;ə;312.64454033990114;1724.054906791387;2568.254940266164;d;0.07000000000000028
die;339;d;284.56178599672535;1847.1366091345187;2947.699853139611;iː;0.07000000000000028
die;340;iː;271.8641981081664;2013.4505714202999;2888.5768974754965;l;0.08999999999999986
luft;341;l;219.32880540518107;1835.4933485094855;2611.712059380226;ʊ;0.07000000000000028
luft;342;ʊ;134.14949012633872;1050.9659332792978;2393.8762213269033;f;0.05000000000000071
luft;343;f;1026.543847158922;1770.004810748391;3166.5962689827957;t;0.09999999999999787
luft;344;t;928.284464997481;1837.0778362655237;3206.627600288164;m;0.05000000000000071
mit;345;m;242.72362697393194;1266.7977919296457;2027.243044068436;ɪ;0.05000000000000071
mit;346;ɪ;261.7789845075013;1750.4463132540686;2320.585445420313;t;0.03999999999999915
mit;347;t;522.8655224887577;1840.096265160325;2984.2228881637066;iː;0.07000000000000028
ihren;348;iː;274.30469458877434;1922.4177446451608;2817.9881723049816;ʁ;0.10000000000000142
ihren;349;ʁ;356.8457721688583;1613.214009434449;2499.0742778538515;n̩;0.11999999999999744
ihren;350;n̩;302.7937842819445;1723.4195875583173;2523.9072298097362;f;0.05000000000000071
freundlichen;351;f;1612.4446769618983;2297.7907648184046;3466.4453078415772;ʁ;0.08999999999999986
freundlichen;352;ʁ;1488.086480700663;2450.0368777214962;--undefined--;ɔʏ;0.030000000000001137
freundlichen;353;ɔʏ;984.3679387145108;2152.306981556014;3183.0611380603477;n;0.14000000000000057
freundlichen;354;n;152.11536580428827;1324.2771570242166;2110.324103123992;t;0.0799999999999983
freundlichen;355;t;1805.749585994418;2785.1295460168585;3623.0172719212014;l;0.0400000000000027
freundlichen;356;l;185.06729900559117;1703.2998944084093;2546.0812120768496;ɪ;0.03999999999999915
freundlichen;357;ɪ;161.0620012240489;1807.860582155951;2778.290283792008;ç;0.029999999999997584
freundlichen;358;ç;1912.7230893180886;2783.5336397543156;3911.0987415251375;n̩;0.09000000000000341
freundlichen;359;n̩;272.8261692688029;1152.3907427041906;2208.4987959671807;ʃ;0.06999999999999673
strahlen;360;ʃ;1674.0175930918886;2556.080808971398;3608.4187348449764;t;0.16000000000000014
strahlen;361;t;1537.3700484754386;2740.9464703524377;3693.2615371847014;ʁ;0.060000000000002274
strahlen;362;ʁ;497.61720991607945;1893.1373059005136;2801.807980493122;aː;0.07000000000000028
strahlen;363;aː;572.1022326677597;1110.7247941220896;2331.904073131496;l;0.18999999999999773
strahlen;364;l;260.87282274170377;1078.7941323310804;2545.5484786864968;n̩;0.030000000000001137
strahlen;365;n̩;161.54503884695245;1398.4003855661113;2664.1827949384665;;0.14000000000000057
und;367;ʊ;731.24146592744;2005.6391017506307;2971.3024699593416;n;0.03999999999999915
und;368;n;215.6521183778674;1183.1531692203048;2144.1223051970655;t;0.030000000000001137
und;369;t;1829.2955470336005;2707.3397615207728;3333.9574915662715;ʃ;0.05000000000000426
schon;370;ʃ;1724.37220893723;2764.3885581323234;2867.6451136264022;ɔ;0.05999999999999517
schon;371;ɔ;988.5297963053398;2545.699072701424;3318.115512154934;n;0.05000000000000426
schon;372;n;284.9670711477082;1208.6296182847975;2438.0146811758614;n;0.05999999999999517
nach;373;n;257.91520324413466;1369.693577268009;2456.972123691846;a;0.05000000000000426
nach;374;a;313.75436849754203;1143.5037114364648;2526.710877146472;x;0.05999999999999517
nach;375;x;1216.983331205258;2491.8459176840292;3424.3226407089714;v;0.13000000000000256
wenigen;376;v;253.09372807454295;1687.2004976667552;2971.018118022737;eː;0.04999999999999716
wenigen;377;eː;1811.8163789320804;2534.310370076613;3484.965661530286;n;0.060000000000002274
wenigen;378;n;221.51072647884956;1657.3859920071534;2374.991899791119;ɪ;0.05000000000000426
wenigen;379;ɪ;263.91595922377536;1968.9240859918614;2748.214334678604;ɡ;0.05999999999999517
wenigen;380;ɡ;1940.7636447708735;2458.696068309998;--undefined--;n̩;0.09000000000000341
wenigen;381;n̩;246.3615021131771;1593.1166773877233;2439.85274206246;aw;0.10000000000000142
augenblicken;382;aw;560.5815831577149;900.55581832886;2626.6214479950618;ɡ;0.14999999999999858
augenblicken;383;ɡ;430.52708685248393;756.6926089444602;2409.8541650391885;ə;0.04999999999999716
augenblicken;384;ə;239.53869375943228;1185.1660780119068;2059.9422780860546;n;0.07000000000000028
augenblicken;385;n;227.73601423688217;949.4993373822975;1940.9165135938597;b;0.030000000000001137
augenblicken;386;b;234.96908033329086;1639.338965986784;1994.0658223593468;l;0.030000000000001137
augenblicken;387;l;1176.7759071796495;2318.859620852492;2957.1755753457883;ɪ;0.030000000000001137
augenblicken;388;ɪ;296.2020951841483;1918.96059172405;2303.2563880547514;kʰ;0.05999999999999517
augenblicken;389;kʰ;492.2819554475046;1871.8571627403765;2945.6237710690075;n̩;0.0800000000000054
augenblicken;390;n̩;252.59986015911184;1654.352137560956;2148.925416615652;ts;0.03999999999999915
zog;391;ts;1673.5082136148246;3265.277762870906;4024.687775378554;oː;0.10999999999999943
zog;392;oː;254.4456601923715;1016.2924492297363;2832.614725722047;k;0.07000000000000028
zog;393;k;337.01996309356264;1073.2801893229678;2558.449759036333;d;0.03999999999999915
der;394;d;206.32653845742612;1552.793231666683;2832.1004530624955;eː;0.030000000000001137
der;395;eː;484.0414715043656;1548.5948280034775;2276.2682233036485;ʁ;0.07000000000000028
der;396;ʁ;516.9684535267594;1473.2374643042908;2112.948442441748;v;0.00999999999999801
wanderer;397;v;879.2324098461469;1760.6489489496353;2861.981903154922;a;0.04999999999999716
wanderer;398;a;628.5296913457915;1111.6913394919657;2915.4014779208333;n;0.0800000000000054
wanderer;399;n;376.63872619350934;1477.079470737644;2721.4500523617185;d;0.07000000000000028
wanderer;400;d;534.4783995390958;1690.3174136097477;3005.993574380596;ɐ;0.03999999999999915
wanderer;401;ɐ;349.02473760584337;1397.4854878509498;2596.651671559423;ʁ;0.02999999999999403
wanderer;402;ʁ;248.2792393491846;1682.4638364268312;2731.7080235299804;ɐ;0.04000000000000625
wanderer;403;ɐ;431.7914139629296;1567.5813971767607;2342.6307220508947;z;0.05999999999999517
seinen;404;z;324.67119739168214;1716.1833691427605;2997.3676384766086;aj;0.12000000000000455
seinen;405;aj;534.7201931845963;1668.0517069726077;2534.4131203713746;n;0.12999999999999545
seinen;406;n;401.6359712209305;1562.8090263951526;2496.5323197521416;m;0.17999999999999972
mantel;407;m;155.48526984183937;1060.2524803837457;2207.5415751489168;a;0.060000000000002274
mantel;408;a;749.6481139459423;1115.6770066546671;2818.365936370811;n;0.07000000000000028
mantel;409;n;288.26038380184184;1443.3086610299974;2594.624235551778;tʰ;0.0799999999999983
mantel;410;tʰ;467.37389818501725;1708.6055408533612;2651.982552868178;l̩;0.07000000000000028
mantel;411;l̩;485.0449483705353;1210.8669513600662;2584.326705360915;aw;0.030000000000001137
aus;412;aw;391.4073477062543;969.9280695863364;2368.447473436288;s;0.22999999999999687
aus;413;s;1666.4365379656115;2345.724055159645;3551.4172406065577;;0.1700000000000017
da;415;d;717.9974724176775;1732.2043395136025;2826.811955447211;aː;0.060000000000002274
da;416;aː;438.6643644506269;1332.8737261526321;2494.478318211626;m;0.03999999999999915
musste;417;m;157.47438109170244;1139.2511766212776;2568.9776837605664;ʊ;0.10000000000000142
musste;418;ʊ;228.67426163740024;910.8791402624045;1652.464159133254;s;0.04999999999999716
musste;419;s;1680.0277743394852;3176.548329253025;3867.4424321601728;t;0.09000000000000341
musste;420;t;1673.5701489172027;2998.9199986155813;3742.1656851071107;ə;0.05999999999999517
musste;421;ə;242.11196415836224;1572.9875969697093;2443.0218227357564;d;0.03999999999999915
der;422;d;144.5185713914792;1659.7697506700683;2662.1533047661874;eː;0.060000000000002274
der;423;eː;251.97596112199147;1783.1927342384863;2519.380687789641;ʁ;0.14999999999999858
der;424;ʁ;212.07961184697447;1509.6374802472762;2681.997085083352;n;0.010000000000005116
nordwind;425;n;171.3401010316769;1625.8862965419762;2441.2181001653103;ɔ;0.07000000000000028
nordwind;426;ɔ;345.72262203031454;869.0615737450661;2412.0250597158442;ʁ;0.10999999999999943
nordwind;427;ʁ;1034.5285982776436;2280.0063616687958;2903.1142987417934;t;0.00999999999999801
nordwind;428;t;452.7208213507606;1846.9214874171744;2883.1808614437864;v;0.0799999999999983
nordwind;429;v;253.48929555654152;1708.9822196444613;2187.021724393051;ɪ;0.03999999999999915
nordwind;430;ɪ;170.5846314149662;1922.7484170745083;2414.777025656915;n;0.0799999999999983
nordwind;431;n;235.4696374382128;1829.9637578298966;2326.5182384693735;t;0.0800000000000054
nordwind;432;t;70.68783951426516;1860.3193129184071;3005.0748866399267;ts;0.07000000000000028
zugeben;433;ts;1605.6089960223453;2596.8678875234964;3818.6995133590567;uː;0.07000000000000028
zugeben;434;uː;291.9789757563438;1030.3374039315602;2114.7182226372843;ɟ;0.07000000000000028
zugeben;435;ɟ;401.1458468397539;1185.483330430083;3165.8744124266846;eː;0.0799999999999983
zugeben;436;eː;877.4115301608044;1932.5614593858475;3312.711253927684;b;0.030000000000001137
zugeben;437;b;224.91102571512255;1322.4060837988573;2257.5053105454767;n̩;0.05999999999999517
zugeben;438;n̩;255.58871963239105;1612.874074739804;2493.24059756196;;0.240000000000002
dass;440;d;699.5398715563916;1751.5473325371906;2876.2802548647514;a;0.04999999999999716
dass;441;a;348.7204578229058;1361.7417424818486;2621.1716536198887;s;0.060000000000002274
dass;442;s;189.9677646430998;1589.8945922053026;3067.5757908296273;d;0.0899999999999963
die;443;d;504.97450887796236;2047.2272700314727;3022.8208548712537;iː;0.05000000000000426
die;444;iː;244.6515924171477;1847.1279467227746;2569.281992650044;z;0.04999999999999716
sonne;445;z;144.4342332629554;1804.6946722786213;2975.0902591339245;ɔ;0.10000000000000142
sonne;446;ɔ;755.231839480104;2333.535897075134;3204.1600789501945;n;0.07000000000000028
sonne;447;n;243.21850823603705;1299.2944766400622;2537.6325729027612;ə;0.11999999999999744
sonne;448;ə;266.6526525176443;1499.2890943891925;2467.9502429069867;f;0.04999999999999716
von;449;f;1299.9179220513693;2675.920237206066;3468.5723577162944;ɔ;0.11000000000000654
von;450;ɔ;387.39964234768;1075.2424782147793;2401.1875119851293;n;0.05999999999999517
von;451;n;259.4938141107812;1215.602596717387;2277.1495764005754;iː;0.060000000000002274
ihnen;452;iː;280.92164418793055;2020.1283780533142;3023.5852313451496;n;0.13000000000000256
ihnen;453;n;234.25614305401484;1714.2445461332363;2557.7238050960964;n̩;0.05999999999999517
ihnen;454;n̩;241.03612961449633;1601.9268178174216;2489.9612124948085;b;0.1600000000000037
beiden;455;b;226.178081487985;2165.406316467794;3287.1814814568534;aj;0.0799999999999983
beiden;456;aj;580.2620537954401;1602.583525392214;2174.776850094638;d;0.14000000000000057
beiden;457;d;340.4551762624373;1724.073474149971;3090.016472656536;n̩;0.07000000000000028
beiden;458;n̩;258.8952745529347;1552.2297455240155;2304.1015900348652;d;0.10999999999999943
der;459;d;663.4534855961069;2007.7601379012654;3026.0242745707974;eː;0.03999999999999915
der;460;eː;396.4070551001017;1671.3428198790477;2408.693492613227;ʁ;0.030000000000001137
der;461;ʁ;355.8236734823389;1688.99391843889;2651.545438215739;;0.28000000000000114
stärkere;463;ʃ;1511.7931356820015;2549.043281580525;3618.4904671326635;t;0.030000000000001137
stärkere;464;t;953.9483084174997;1950.0303612419254;3170.584515911216;ɛ;0.060000000000002274
stärkere;465;ɛ;537.4323848437754;1615.7038885751194;2443.791112014596;ʁ;0.05999999999999517
stärkere;466;ʁ;509.26431802563025;1477.462194647631;2640.777580423372;kʰ;0.10999999999999943
stärkere;467;kʰ;180.9639654236398;1735.6831989747047;2900.192936426725;ə;0.12000000000000455
stärkere;468;ə;411.18095085099077;1545.407079947475;2088.605898462414;ʁ;0.03999999999999915
stärkere;469;ʁ;244.55162695846602;1638.8230685275337;2647.5140455018177;ə;0.0799999999999983
stärkere;470;ə;417.1503319106925;1455.7625523879192;2080.1253126544166;v;0.030000000000001137
war;471;v;283.1770138834526;1326.212054482455;2153.0950574131866;aː;0.0799999999999983
war;472;aː;382.45299076875693;946.5674176709473;2627.372562775301;ɐ;0.030000000000001137
war;473;ɐ;403.0197855037049;896.2088736153491;2724.2834607037375;;0.1700000000000017
